yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_wthn_5_yrs_pc, age_of_persons_born_overseas_census_5_9_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_ttl_ppltn_agd_15_yrs_nm, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_indqtly_dscrb_std_pc, age_of_persons_born_overseas_census_10_14_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_nl_pc, population_of_persons_born_overseas_census_males_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_1000_1999_pr_wk_pc, lbr_frce_stts_prsns_brn_ovrss_cnss_prtcptn_rte_pc, age_of_persons_born_overseas_census_35_39_years_num, age_of_persons_born_overseas_census_45_49_years_num, occupation_of_persons_born_overseas_census_managers_pc, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_10_yrs_ago_pc, rlgs_affltn_prsns_brn_ovrss_cnss_sprtl_blfs_pc, age_of_persons_born_overseas_census_80_84_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_unmplymnt_rte_pc, age_of_persons_born_overseas_census_25_29_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_chrstnty_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_bchlr_dgre_pc, englsh_prfcncy_prsns_brn_ovrss_cnss_prfcnt_pc, age_of_persons_born_overseas_census_40_44_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_grdte_dplma_crtfe_pc, occupation_of_persons_born_overseas_census_labourers_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_schl_edctn_pc, occptn_prsns_brn_ovrss_cnss_mchnry_oprtrs_drvrs_pc, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_1_499_pr_wk_pc, age_of_persons_born_overseas_census_75_79_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_pstgrde_dgre_pc, age_of_persons_born_overseas_census_85_years_and_over_num, age_of_persons_born_overseas_census_60_64_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ngtve_pc, religious_affiliation_persons_born_overseas_census_judaism_pc, occptn_prsns_brn_ovrss_cnss_tchncns_trds_wrkrs_pc, ctznshp_st_prsn_brn_ovrs_cns_astrln_ctzn_pc, occupation_of_persons_born_overseas_census_professionals_pc, religious_affiliation_of_persons_born_overseas_census_islam_pc, age_of_persons_born_overseas_census_65_69_years_num, sa3_name_2016, year_arrival_of_persons_born_overseas_census_arrival_stated_pc, religious_affiliation_persons_born_overseas_census_buddhism_pc, citizenship_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_30_34_years_num, religious_affiliation_persons_born_overseas_census_religion_pc, labour_force_status_persons_born_overseas_census_employed_num, religious_affiliation_persons_born_overseas_census_hinduism_pc, age_of_persons_born_overseas_census_15_19_years_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_2000_2999_pr_wk_pc, english_proficiency_persons_born_overseas_census_proficient_pc, age_of_persons_born_overseas_census_70_74_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_rlgn_sclr_blfs_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_edctn_sttd_pc, occptn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc, age_of_persons_born_overseas_census_55_59_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_3000_pr_wk_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_crtfcte_pc, occptn_prsns_brn_ovrss_cnss_clrcl_admnstrtve_wrkrs_pc, labour_force_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_0_4_years_num, age_of_persons_born_overseas_census_50_54_years_num, age_of_persons_born_overseas_census_20_24_years_num, occptn_prsns_brn_ovrss_cnss_cmmnty_prsnl_srvce_wrkrs_pc, population_of_persons_born_overseas_census_females_num, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_5_10_yrs_ago_pc, labour_force_status_persons_born_overseas_census_num, english_proficiency_persons_born_overseas_census_stated_pc, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_advnc_dplma_pc, occupation_of_persons_born_overseas_census_sales_workers_pc, population_of_persons_born_overseas_census_persons_num, yr, labour_force_status_persons_born_overseas_census_unemployed_num, labour_force_status_persons_born_overseas_census_pc, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_500_999_pr_wk_pc, ctznshp_stts_prsns_brn_ovrss_cnss_astrln_ctzn_pc, sa3_code_2016, rlgs_affltn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc
17.0,452,13498,2.5,579,11.3,7039,26.0,68.0,1550,1243,9.9,55.1,0.2,299,7.8,1222,51.1,18.8,5.3,1323,1.8,13.2,31.4,8.2,26.2,425,7.0,298,759,0.6,0.1,12.4,42.4,22.5,2.3,709,"Sandgate",3.0,2.8,1.9,1701,7.0,8460,8.1,603,4.9,94.1,548,24.2,4.0,1.7,941,1.9,13.8,13.2,1.0,151,1141,733,12.2,7638,24.9,9178,0.7,11.2,6.8,14681,2016,718,31.0,26.6,55.7,"30204",3.6
14.4,308,11771,2.4,386,10.6,6010,27.2,69.4,1282,1039,14.0,63.3,0.1,255,6.1,1024,51.7,24.4,6.0,1155,2.5,8.6,29.7,4.3,23.6,376,10.0,282,741,0.5,0.3,11.1,35.5,30.2,2.8,676,"Carindale",2.8,5.0,1.7,1266,1.8,7673,5.7,532,7.9,93.6,499,28.3,2.9,1.5,915,5.3,10.8,14.0,0.6,124,1024,699,8.6,6582,19.5,8174,0.4,9.6,7.6,12590,2016,501,30.0,22.5,62.8,"30301",3.8
26.4,372,17940,2.3,410,11.8,9276,25.2,69.8,1952,1252,10.5,51.0,0.2,294,8.7,2837,38.6,26.2,7.3,1540,2.5,11.2,27.0,4.3,26.4,393,13.6,286,783,0.7,0.3,11.2,47.6,32.8,5.0,702,"Holland Park - Yeronga",3.2,6.2,1.8,2782,3.1,11430,8.5,595,6.0,92.3,514,33.5,2.9,1.3,978,3.5,9.3,10.8,0.7,177,1090,1944,11.6,9620,19.4,12514,0.5,10.0,6.2,18897,2016,1084,29.6,24.0,50.6,"30302",4.0
23.5,639,25958,2.1,1005,18.9,13278,21.8,62.0,2556,1980,11.6,51.9,0.1,416,9.5,3296,38.7,24.0,13.2,2254,1.9,11.1,31.6,5.0,27.0,655,11.9,433,1403,0.8,0.2,10.8,46.8,28.7,5.0,1246,"Mt Gravatt",3.4,8.5,1.5,3095,3.5,14566,6.1,1411,4.5,86.2,823,34.0,3.0,2.0,1523,2.2,8.0,12.2,0.8,250,1817,3054,9.7,14577,21.1,16103,0.6,9.2,8.8,27859,2016,1537,37.2,22.7,51.6,"30303",3.6
16.8,689,25167,2.1,928,15.7,13183,24.4,67.2,2971,2145,10.8,57.1,0.1,310,9.0,2998,39.0,21.7,13.6,2241,1.4,10.6,32.6,7.5,25.9,453,10.7,295,1544,0.8,0.1,12.1,42.1,24.7,7.6,1175,"Rocklea - Acacia Ridge",2.9,8.4,1.6,3486,3.2,15386,6.9,1281,3.8,85.7,684,30.5,2.8,1.9,1742,1.5,10.0,13.8,0.6,316,1988,1861,10.3,13921,23.1,16904,0.6,9.4,8.4,27105,2016,1518,32.3,25.7,56.3,"30305",3.9
42.5,619,16054,1.4,582,24.5,8392,19.5,55.9,1526,1013,12.6,39.2,0.2,146,13.5,2167,33.0,28.0,6.2,1219,2.3,7.5,27.1,2.1,23.8,247,19.1,166,594,0.7,0.4,6.6,58.2,42.6,8.4,546,"Sherwood - Indooroopilly",2.8,6.5,1.6,1752,1.2,7772,6.0,1126,5.9,93.5,386,39.4,1.6,1.5,660,5.5,4.3,10.2,0.3,322,843,3665,10.1,9183,15.5,8982,0.3,7.0,6.8,17578,2016,1210,43.8,18.8,40.2,"30403",4.5
13.3,320,8916,2.2,430,10.8,4703,28.5,69.5,939,962,14.9,65.2,0.3,165,6.9,502,51.1,22.8,3.1,1078,3.0,6.4,26.1,2.8,23.2,276,10.6,232,578,0.3,0.2,10.3,32.6,33.1,1.1,536,"The Gap - Enoggera",2.7,3.3,1.9,807,1.1,5769,2.7,477,8.9,96.6,377,35.7,2.7,1.5,657,5.1,11.5,13.9,0.6,97,885,452,10.7,5058,18.9,6194,0.4,11.6,6.2,9763,2016,425,29.9,21.0,65.5,"30404",3.9
25.5,649,24999,1.9,809,19.8,13232,18.8,62.0,2600,1664,10.1,49.6,0.1,281,10.8,3684,29.2,22.2,19.5,1976,1.5,14.2,34.8,6.9,28.9,454,10.8,290,1416,1.1,null,12.8,50.2,22.3,10.1,1087,"Sunnybank",3.7,10.0,1.3,3417,5.6,13828,4.5,1199,3.1,80.0,714,36.2,2.6,2.0,1529,1.4,7.5,11.1,0.7,321,1693,3001,11.3,13545,21.2,15496,0.5,9.3,9.3,26779,2016,1668,37.3,25.1,48.5,"30306",3.8
9.5,223,10009,2.8,346,11.3,5073,26.8,67.2,938,1033,14.1,73.0,0.2,215,6.5,438,48.4,23.3,6.3,991,2.5,6.2,27.9,3.8,24.2,314,12.4,211,874,0.5,0.4,10.6,27.6,32.5,2.4,779,"Centenary",2.6,7.2,1.8,727,1.7,6291,7.0,490,7.9,93.3,487,28.6,3.0,1.6,1039,5.0,10.5,14.4,1.6,72,1080,411,8.9,5585,14.8,6729,0.4,11.0,7.9,10660,2016,438,31.2,21.6,70.6,"30401",3.8
12.2,517,12706,2.2,780,12.8,6851,26.2,67.8,1080,1526,17.3,66.6,0.3,263,6.4,469,50.3,25.6,2.5,1376,3.1,4.3,22.6,1.6,21.2,448,15.7,250,926,0.4,0.6,8.0,29.6,40.0,1.4,865,"Kenmore - Brookfield - Moggill",2.2,3.5,1.5,748,1.0,8067,4.4,928,10.1,97.0,620,33.7,2.4,1.2,1082,9.3,7.4,12.6,0.9,125,1438,681,8.2,7272,18.9,8621,0.5,10.4,6.7,14122,2016,554,31.3,17.8,69.0,"30402",4.5
41.6,357,25938,1.9,486,16.5,13495,23.1,69.3,2555,1417,12.5,36.3,0.2,259,10.5,5383,33.9,30.4,10.2,1711,2.3,12.9,27.7,2.1,24.0,398,14.7,308,854,1.1,0.3,9.1,62.0,33.1,3.7,760,"Brisbane Inner",5.9,7.2,1.7,4305,1.1,16094,6.0,1207,6.7,89.4,524,43.0,3.0,1.6,1046,4.9,5.8,9.9,0.6,274,1216,3991,12.0,13562,16.2,17979,0.4,8.3,6.8,27055,2016,1885,30.1,21.9,36.3,"30501",4.0
22.9,300,8783,1.7,217,9.9,4699,28.4,77.6,1101,769,16.5,54.1,0.2,116,6.1,1176,45.3,28.5,4.2,950,2.8,8.2,24.0,3.2,18.7,131,11.6,81,399,0.5,0.3,10.1,45.2,33.5,1.8,352,"Brisbane Inner - East",3.1,4.0,1.6,1369,2.0,6401,4.1,251,9.9,95.4,212,37.8,2.6,1.6,514,9.2,9.8,11.9,0.8,142,723,632,8.7,4743,19.9,6814,0.4,10.7,6.4,9435,2016,413,21.7,21.7,53.2,"30502",3.9
31.6,665,20976,1.8,607,14.3,11150,25.7,71.1,2288,1476,13.8,46.3,0.3,215,8.6,3405,38.6,28.5,6.5,1796,2.5,9.3,25.4,3.2,20.9,346,13.4,264,831,0.8,0.3,9.2,52.3,33.9,4.9,768,"Brisbane Inner - North",3.2,5.1,1.8,3257,2.3,13630,7.1,857,7.5,93.2,494,37.1,2.4,1.5,1046,6.7,7.7,11.5,0.6,362,1317,2616,10.0,11460,18.9,14908,0.3,10.1,7.7,22609,2016,1278,28.4,22.4,45.9,"30503",3.7
27.4,355,11769,1.4,290,14.6,6174,25.9,70.5,1218,949,14.9,53.4,0.2,150,8.2,1586,38.8,30.7,3.8,1039,3.0,5.4,23.2,1.9,19.5,209,17.1,136,537,0.7,0.4,7.9,44.7,41.5,2.5,495,"Brisbane Inner - West",3.1,3.6,1.8,1444,1.0,7616,4.5,520,8.9,95.8,299,43.7,1.8,1.2,642,8.6,7.0,11.3,0.3,167,913,1642,9.0,6406,16.1,8295,0.3,8.5,7.1,12582,2016,679,29.2,20.5,53.5,"30504",4.5
13.3,313,11261,2.0,469,10.0,5642,26.5,67.9,1077,1250,12.6,66.5,0.3,208,5.9,568,50.0,17.3,2.3,1144,2.4,8.9,29.7,3.6,25.6,347,6.2,128,890,0.7,0.4,12.7,39.6,25.5,1.0,872,"Cairns - North",2.8,3.9,1.9,857,1.1,7198,1.4,469,5.0,97.3,614,37.3,3.5,1.4,1078,3.1,16.7,11.9,0.8,92,1346,425,14.9,6492,17.5,7648,0.4,13.1,8.7,12136,2016,450,31.3,27.2,58.5,"30601",4.0
17.6,518,19715,3.1,686,9.7,9801,18.9,66.0,1921,1904,10.2,59.5,0.2,379,8.7,1903,49.1,15.3,8.9,1986,1.3,13.9,34.9,5.7,30.9,590,4.1,334,1340,0.8,0.1,12.9,44.5,17.6,1.2,1267,"Cairns - South",4.4,5.7,1.7,2002,3.8,11879,4.1,818,2.7,90.4,911,31.8,5.5,1.6,1531,1.6,15.2,9.5,1.3,204,1721,1107,18.9,11323,18.5,13004,0.7,11.1,9.8,21124,2016,1125,32.7,32.3,53.7,"30602",3.5
17.0,71,4156,3.5,81,7.9,2106,13.9,58.1,262,248,19.0,63.4,0.1,181,7.2,420,52.1,11.4,8.4,247,0.9,31.9,43.1,5.5,36.5,233,2.6,173,353,0.9,0.1,9.1,39.9,12.5,0.5,382,"Innisfail - Cassowary Coast",5.2,2.6,1.4,380,12.8,2243,1.5,84,1.6,90.5,283,25.7,7.4,2.0,372,1.2,14.8,6.2,1.9,45,319,214,9.2,2247,14.5,2416,1.1,10.0,4.9,4348,2016,173,40.0,34.3,58.7,"30603",4.0
17.4,32,2249,3.1,39,5.0,1098,21.5,70.3,153,205,17.5,64.0,0.5,49,4.0,224,42.7,17.4,2.1,155,1.5,14.4,31.6,3.2,28.3,100,4.5,27,199,0.4,0.3,14.7,45.3,13.3,0.5,191,"Port Douglas - Daintree",5.0,4.5,1.8,237,0.9,1518,1.1,36,2.0,97.2,127,45.7,6.0,1.4,222,1.8,18.0,8.8,1.2,10,221,105,18.3,1231,13.6,1582,0.7,13.9,9.2,2333,2016,64,28.4,37.8,52.8,"30604",3.5
9.6,66,5696,4.7,88,5.8,2774,14.7,49.5,247,370,16.3,76.7,0.4,327,7.3,310,56.1,13.1,6.0,296,1.6,21.0,38.8,4.1,41.3,470,3.7,248,626,0.8,0.1,9.5,31.6,18.8,1.1,674,"Tablelands (East) - Kuranda",5.3,2.9,1.5,245,1.1,2614,0.8,120,2.1,93.0,588,32.5,8.3,1.0,515,1.4,16.2,8.8,2.4,21,489,179,13.2,3098,8.3,2821,1.0,10.0,7.0,5868,2016,207,48.2,29.2,67.0,"30605",4.8
21.5,77,2696,2.7,124,8.4,1449,26.6,70.3,269,241,14.8,47.8,0.4,35,4.6,317,65.1,17.0,3.6,237,1.4,17.3,32.2,6.6,27.0,84,3.9,32,163,0.9,0.2,17.5,51.9,14.8,1.5,164,"Darling Downs (West) - Maranoa",5.1,2.2,1.4,338,3.3,1807,3.4,86,5.1,95.7,137,20.3,5.5,1.0,220,2.7,17.1,9.0,1.0,40,232,131,11.1,1488,25.6,1895,0.7,11.2,8.3,2938,2016,88,28.6,26.6,46.8,"30701",3.0
17.7,106,3042,3.0,134,9.1,1607,20.4,61.1,255,276,12.5,59.2,0.2,74,6.7,196,70.0,13.6,4.9,277,1.1,28.1,36.7,6.9,32.7,158,2.5,61,250,0.7,0.1,17.3,44.3,11.2,1.1,261,"Darling Downs - East",4.1,2.3,1.9,230,1.3,1735,1.8,141,2.8,94.3,195,20.1,6.5,1.6,253,1.3,18.7,8.2,1.1,20,259,148,7.6,1695,18.7,1859,0.8,8.7,6.0,3309,2016,124,38.1,29.9,53.6,"30702",2.9
10.4,58,3847,4.4,92,7.1,1900,12.6,46.2,204,280,15.4,74.9,0.3,187,7.3,204,61.7,12.4,5.6,234,1.4,24.4,41.3,6.1,44.0,287,2.6,135,388,0.6,0.2,11.5,33.3,15.7,0.7,486,"Granite Belt",5.2,1.5,1.6,189,1.5,1646,1.5,99,1.6,93.6,409,27.4,7.4,2.0,338,1.2,17.1,8.6,1.8,15,308,102,10.6,2113,9.4,1776,0.7,9.0,5.3,4015,2016,130,52.2,28.5,65.1,"30703",4.9
17.9,109,2752,3.0,137,10.2,1526,25.9,75.7,283,269,8.8,52.2,null,23,6.3,249,61.3,13.8,2.2,283,1.1,17.0,37.2,15.7,24.3,51,3.2,11,169,0.8,null,17.4,53.8,14.7,1.6,151,"Central Highlands (Qld)",4.3,2.7,1.8,340,1.7,1952,2.8,144,9.2,97.3,89,26.3,5.2,1.0,235,4.5,17.7,9.9,1.5,35,291,184,7.7,1514,25.5,2084,0.6,9.0,8.2,3040,2016,132,23.0,22.3,44.5,"30801",3.0
17.0,330,10184,3.5,506,10.5,5496,23.2,65.0,970,942,8.5,57.8,0.2,227,7.9,743,56.8,14.8,6.1,991,1.7,19.5,35.5,7.2,27.8,373,6.0,202,728,0.6,null,13.7,43.0,23.3,3.8,754,"Rockhampton",4.2,4.5,1.9,917,1.8,6095,4.6,484,4.8,93.0,508,23.9,5.5,1.1,867,3.4,16.4,8.3,1.3,108,1003,459,12.9,5624,21.0,6620,0.8,7.7,5.3,11128,2016,525,33.7,26.2,55.2,"30803",3.9
26.8,40,1063,4.1,53,9.2,612,23.2,76.0,139,83,9.3,46.7,null,15,3.7,97,59.1,13.3,14.9,113,0.8,35.0,42.1,7.5,20.2,24,3.4,12,64,0.3,null,15.3,51.9,12.6,5.3,65,"Biloela",4.1,7.9,2.2,139,2.0,778,4.0,35,7.7,85.3,34,18.4,6.8,2.6,76,3.2,13.9,7.5,1.7,10,96,68,5.8,565,22.7,808,0.5,6.1,4.0,1171,2016,30,22.6,31.5,45.9,"30804",3.0
21.2,398,7933,2.5,442,15.4,4477,21.3,66.9,896,938,10.0,53.5,0.2,127,11.3,522,58.3,13.6,2.7,872,1.4,14.9,32.9,9.8,24.5,209,4.1,80,588,1.3,0.2,20.4,50.3,18.0,2.8,458,"Gladstone",3.0,3.4,1.5,741,1.4,4705,4.0,381,9.7,96.8,319,25.9,4.1,1.6,680,7.3,20.4,9.5,0.9,135,834,293,10.3,4427,22.3,5307,0.6,9.1,5.6,8904,2016,602,32.1,17.9,48.2,"30805",3.5
16.2,253,14859,2.8,351,7.9,7400,22.2,63.4,1348,1214,13.8,65.3,0.3,525,6.6,1346,51.4,17.2,4.2,1144,1.5,10.8,35.1,3.7,30.6,751,4.9,492,1019,0.6,0.5,14.4,43.8,19.9,0.8,1155,"Broadbeach - Burleigh",3.6,4.0,1.9,1514,1.4,8804,1.2,443,3.7,95.2,885,36.2,5.1,1.8,1138,3.3,16.1,11.7,1.2,100,1127,763,13.3,8158,14.9,9423,0.6,11.2,10.6,15566,2016,619,35.4,28.8,54.2,"30901",3.7
11.6,157,8859,3.2,256,7.7,4361,21.9,60.5,765,732,12.1,70.0,0.6,310,6.4,526,54.2,15.3,2.0,737,1.5,11.8,35.3,4.3,31.9,449,3.8,353,680,0.3,0.3,14.9,39.7,20.6,0.6,731,"Coolangatta",4.0,2.5,1.5,746,0.5,5012,1.1,324,3.7,97.6,639,35.5,5.3,1.5,728,2.3,18.3,11.6,1.1,63,804,335,13.6,4974,14.4,5357,0.5,11.6,9.6,9329,2016,345,38.4,28.7,58.8,"30902",4.2
14.4,424,19604,3.2,534,10.0,9602,19.5,57.0,1432,1570,11.4,66.4,0.3,671,8.3,1334,52.4,13.7,5.2,1488,1.1,11.4,38.3,5.2,33.5,1138,5.0,634,1512,0.7,0.4,14.3,43.2,18.5,4.1,1750,"Gold Coast - North",3.2,3.5,1.8,1455,1.1,10248,1.6,735,3.4,94.3,1392,32.0,5.8,1.6,1609,2.4,16.0,12.7,1.2,182,1763,1123,13.1,11136,16.0,11175,0.6,10.2,11.7,20744,2016,927,41.8,27.4,55.0,"30903",4.0
5.4,61,3808,3.4,104,7.2,1930,23.2,59.6,206,425,15.9,80.0,0.5,102,4.8,99,51.6,13.8,1.1,330,1.9,8.5,32.0,4.6,33.6,195,5.5,91,366,0.6,0.3,16.1,33.8,21.9,0.1,427,"Gold Coast Hinterland",3.8,1.9,1.5,160,0.9,2160,0.5,106,4.5,98.1,307,38.1,5.4,1.9,439,2.7,19.6,12.3,0.9,15,458,84,10.7,2061,10.9,2270,0.6,13.0,7.8,3993,2016,110,39.7,24.8,64.7,"30904",5.3
9.4,221,7426,2.7,383,9.2,3840,25.2,68.1,647,941,13.5,70.8,0.3,180,5.9,230,57.9,15.3,1.7,806,2.0,8.9,32.6,4.1,28.3,288,5.4,138,549,0.5,0.5,14.7,35.8,23.1,0.6,595,"Mudgeeraba - Tallebudgera",2.4,2.5,1.6,445,0.9,4758,1.0,388,5.5,97.8,422,31.7,3.5,1.2,666,3.8,17.4,13.5,0.7,61,838,291,11.7,4248,17.5,5056,0.4,11.8,9.1,8091,2016,298,31.2,25.0,62.6,"30905",4.3
10.0,434,16550,2.7,661,9.4,8525,23.6,66.3,1463,1667,11.1,69.0,0.2,391,7.0,937,53.2,13.1,3.1,1601,1.3,11.8,37.1,7.0,29.7,726,4.0,385,1257,0.7,0.4,16.2,44.4,17.0,1.6,1236,"Nerang",2.9,2.7,1.9,1351,1.2,10213,1.7,822,3.6,96.5,906,34.3,4.6,1.6,1458,2.0,18.6,13.5,1.0,110,1644,718,12.2,9226,18.1,10978,0.4,10.8,9.6,17753,2016,765,32.7,28.3,53.7,"30906",4.2
14.6,1170,29981,2.6,1751,11.0,16071,26.8,70.0,2982,3267,13.0,59.4,0.2,500,7.0,2119,54.8,12.2,2.2,3187,1.2,11.0,35.9,7.0,24.7,851,3.8,394,1842,0.6,0.2,15.5,49.2,17.3,1.2,1898,"Ormeau - Oxenford",3.0,2.3,1.9,2737,0.8,19516,1.4,1976,5.1,97.4,1362,34.5,3.8,1.8,2371,3.0,18.4,14.1,0.8,350,2927,1570,10.8,17185,23.0,20990,0.3,11.2,9.4,33249,2016,1474,29.1,26.3,48.9,"30907",4.0
16.2,834,25123,4.9,1190,13.0,13294,19.5,60.5,2752,2454,8.2,58.2,0.1,426,10.9,2262,45.1,13.0,18.9,2540,1.1,16.0,40.4,10.9,32.2,667,5.5,404,1464,0.8,0.1,12.9,37.0,17.7,8.7,1152,"Forest Lake - Oxley",4.6,14.4,3.6,2822,2.5,13560,4.6,1462,2.7,78.4,831,18.9,6.2,2.1,1904,1.0,11.2,11.1,1.4,278,2218,1759,14.1,14132,21.0,15211,2.7,8.1,6.9,27425,2016,1651,38.0,26.0,59.5,"31001",5.3
6.0,42,6286,5.4,121,7.1,3127,18.3,50.4,345,547,14.4,80.7,0.2,188,7.0,261,59.6,9.0,3.2,456,1.1,17.3,40.4,8.5,39.6,387,2.6,151,649,0.6,0.2,13.7,33.5,14.4,0.6,761,"Ipswich Hinterland",6.1,2.6,3.6,288,1.0,2948,0.4,125,2.5,94.4,567,28.7,8.5,1.9,694,1.1,20.7,10.8,1.2,24,681,189,12.5,3339,7.2,3171,2.4,10.5,6.3,6470,2016,223,48.3,25.2,62.8,"31002",6.2
11.3,354,12551,3.0,523,9.9,6602,24.1,61.4,1011,1327,9.8,69.2,0.3,325,8.2,806,59.0,11.3,3.4,1213,1.4,14.7,38.2,8.8,30.6,536,4.1,255,904,0.7,0.2,13.7,39.9,17.9,1.1,898,"Ipswich Inner",3.7,2.5,2.1,962,1.2,7077,2.6,614,3.9,96.0,683,28.3,5.0,1.8,1094,1.6,19.1,11.9,1.2,102,1318,608,13.7,6928,15.8,7709,0.6,9.7,7.5,13525,2016,632,37.3,26.2,58.0,"31003",4.4
18.3,1107,22560,2.6,1600,11.9,12530,25.4,69.5,2704,2243,8.1,55.7,0.2,240,10.5,2134,59.3,11.1,6.8,2431,1.0,16.2,38.7,13.0,25.2,454,3.9,157,1193,1.0,0.1,12.7,48.3,15.7,2.5,965,"Springfield - Redbank",2.8,4.2,2.0,2698,1.5,14032,4.8,1609,3.1,92.4,643,22.9,3.9,2.0,1549,1.2,15.9,13.1,1.1,342,1936,1607,12.3,13082,23.2,15677,0.8,8.8,6.8,25613,2016,1645,29.4,29.6,49.7,"31004",4.0
16.9,377,15469,3.1,624,13.7,7776,21.8,61.8,1262,1448,13.1,63.1,0.2,409,6.9,1197,49.4,16.8,6.1,1399,1.3,9.2,35.5,4.4,28.7,590,6.3,373,1049,0.7,0.5,13.4,44.8,21.0,1.5,1097,"Robina",3.6,4.9,1.9,1259,1.4,8891,2.0,943,3.7,93.5,824,35.9,4.3,1.7,1209,2.3,13.8,12.7,1.3,156,1321,1089,12.7,8852,16.4,9555,0.4,11.2,11.8,16630,2016,664,36.9,26.1,53.3,"30908",3.8
22.1,362,19044,3.4,517,15.1,9383,17.9,59.5,1597,1418,10.3,57.1,0.3,448,10.2,1964,45.0,16.7,8.5,1421,1.3,12.9,37.5,4.8,31.1,673,6.5,534,1101,0.9,0.4,14.9,51.5,19.6,3.0,1126,"Southport",4.1,4.9,1.8,1906,1.1,10171,2.8,989,2.8,91.0,895,38.1,4.8,1.7,1283,1.5,13.0,10.7,1.1,177,1488,2197,14.9,10708,16.8,11331,0.5,11.3,10.2,20094,2016,1160,39.4,27.3,46.7,"30909",3.9
28.4,233,13890,2.8,319,11.5,7109,18.6,64.6,1082,958,13.7,50.2,0.2,303,8.5,2103,43.0,20.5,7.9,894,1.4,15.4,35.0,4.2,30.0,493,6.3,258,806,0.9,0.6,12.6,55.1,16.3,3.2,927,"Surfers Paradise",5.5,5.2,1.5,1543,3.4,8209,5.3,464,3.5,91.2,729,34.9,4.5,1.9,884,3.4,11.5,8.9,1.2,127,995,1458,15.3,7462,15.8,8976,0.9,11.9,11.8,14571,2016,767,34.1,29.3,43.4,"30910",3.7
5.9,17,1443,3.9,42,8.0,722,16.8,51.6,100,169,12.4,77.6,0.2,40,8.6,33,59.6,8.3,0.9,112,1.1,18.1,42.4,9.9,39.6,83,2.0,42,164,0.4,null,16.6,39.4,14.3,0.7,154,"Beaudesert",5.0,0.5,2.5,64,1.3,680,1.1,38,2.1,98.2,137,30.7,7.0,0.9,129,1.2,20.6,10.6,1.5,4,141,29,11.3,788,11.7,744,1.2,10.3,6.6,1506,2016,64,47.6,28.3,58.2,"31101",5.2
12.0,239,9265,2.9,373,9.5,4729,20.3,59.1,763,800,8.5,67.5,0.3,250,9.5,661,58.9,8.1,4.1,774,0.9,19.7,43.9,12.2,32.9,409,1.8,214,711,0.8,0.2,15.0,48.3,11.2,3.0,722,"Beenleigh",3.3,2.3,1.7,767,1.2,4954,1.1,463,2.0,95.2,568,27.5,6.1,1.5,769,0.9,19.5,12.4,1.3,90,868,527,12.0,5234,17.2,5477,0.7,8.3,7.6,9963,2016,523,39.5,30.7,50.0,"31102",4.9
14.0,719,20416,2.8,1069,12.1,10833,21.5,64.1,1999,1807,7.6,63.1,0.1,367,9.5,1783,54.1,8.7,7.8,1823,0.8,16.9,43.8,17.3,29.4,535,2.4,291,1377,0.9,0.1,14.0,46.0,10.4,6.4,1217,"Browns Plains",3.1,4.6,1.8,2076,2.4,11854,2.8,1206,2.0,91.4,799,24.2,4.7,2.0,1752,0.7,17.4,12.7,1.1,244,1931,1465,12.2,11614,19.8,13092,0.8,7.9,7.0,22455,2016,1238,34.8,30.6,52.1,"31103",4.7
